dir,hir,lvr,pbcr,self,single,condo,deny,uria
0.373300018,0.273199997,0.75,no,yes,no,1,no,3.099999905
0.292000008,0.207399998,0.892857143,no,no,no,1,yes,2
0.303099995,0.290400009,0.903225806,no,no,no,0,no,3.200000048
0.307099991,0.24,0.666666667,no,no,no,0,no,3.200000048
0.32,0.25,0.745762712,no,no,no,0,no,4.300000191
0.331800003,0.311800003,0.797979798,no,no,no,0,no,3.599999905
0.338699989,0.293600006,0.537931034,no,no,no,0,no,3.200000048
0.319400005,0.293600006,0.603773585,no,no,no,1,no,3.200000048
0.291700001,0.250599995,0.694444444,no,yes,no,0,no,4.300000191
0.329500008,0.268099995,0.824817518,no,no,no,1,no,3.900000095
0.382999992,0.284400005,0.797235023,no,no,no,0,no,3.200000048
0.254200001,0.202999992,0.953488372,no,no,no,0,yes,3.200000048
0.316000004,0.288899994,0.63125,no,no,yes,1,no,3.200000048
0.372599983,0.279559994,0.8,no,no,no,0,no,4.300000191
0.358300018,0.233899994,0.724191046,no,no,yes,1,no,3.200000048
0.33,0.29,0.799410029,yes,no,no,0,no,4.300000191
0.380099983,0.213099995,0.753846154,no,no,yes,0,no,3.200000048
0.316800003,0.238799992,0.748603352,no,no,yes,1,no,3.200000048
0.385200005,0.219200001,0.929032258,no,no,no,0,no,3.099999905
0.345299988,0.176299992,0.754237288,no,no,yes,1,no,3.200000048
0.296700001,0.282600002,0.891891892,no,no,no,0,no,4.300000191
0.275799999,0.211000004,0.755555556,no,no,no,1,no,4.300000191
0.400900002,0.251299992,0.747081712,no,no,no,1,no,3.099999905
0.355600014,0.250400009,0.647439694,no,no,yes,0,no,3.200000048
0.302199993,0.177199993,0.734693878,no,no,yes,0,no,1.799999952
0.218500004,0.197000008,0.7960199,no,no,no,1,no,3.099999905
0.262999992,0.247999992,0.8,no,no,no,0,no,3.200000048
0.322999992,0.266200008,0.747747748,no,no,no,0,no,3.200000048
0.355600014,0.296200008,0.798742138,no,no,no,0,no,3.099999905
0.307999992,0.307999992,0.79713035,no,no,no,0,no,2
0.276000004,0.264099998,0.8,no,no,yes,1,no,1.799999952
0.365600014,0.302399998,0.8,no,no,no,0,no,3.099999905
0.332299995,0.330099983,0.536363636,no,no,no,0,no,3.200000048
0.2875,0.222800007,0.676190476,no,no,yes,1,no,3.200000048
0.262199993,0.255799999,0.639215686,no,no,no,1,no,3.099999905
0.352900009,0.276700001,0.841666667,no,no,yes,1,no,3.099999905
0.353400002,0.274400005,0.796551724,yes,no,no,0,no,1.799999952
0.301000004,0.278299999,0.316091954,no,no,yes,0,no,1.799999952
0.372700005,0.267800007,0.8,no,no,no,0,no,3.900000095
0.35,0.15,0.534285714,no,no,yes,1,no,3.200000048
0.35,0.34,0.744827586,no,no,yes,0,no,3.200000048
0.17,0.13,0.461538462,no,no,no,0,no,3.599999905
0.17,0.16,0.544444444,no,yes,yes,1,no,3.200000048
0.3,0.23,0.595652174,no,no,no,0,no,3.099999905
0.34,0.3,0.748,no,no,no,0,no,1.799999952
0.5,0.23,0.507936508,yes,no,yes,0,yes,3.200000048
0.21,0.09,0.746666667,no,no,yes,1,no,10.60000038
0.36,0.35,0.79,no,no,no,0,no,3.200000048
0.19,0.19,0.348837209,no,no,no,0,no,1.799999952
0.32,0.22,0.787878788,no,no,no,0,no,1.799999952
0.35,0.29,0.674528302,no,no,no,0,no,4.300000191
0.21,0.19,0.705660377,no,yes,yes,0,yes,4.300000191
0.28,0.26,0.725907384,yes,no,no,0,no,3.200000048
0.3,0.24,0.586309524,no,no,no,0,no,3.900000095
0.36,0.24,0.777777778,no,no,no,0,no,3.200000048
0.27,0.27,0.802631579,no,no,no,0,no,2
0.38,0.3,0.578125,no,no,no,0,no,3.200000048
0.34,0.3,0.714285714,yes,yes,yes,0,no,3.200000048
0.27,0.23,0.754545455,yes,no,yes,1,no,3.200000048
0.37,0.22,0.864864865,no,no,no,0,no,2
0.303299999,0.237999992,0.48048048,no,no,no,0,no,4.300000191
0.298600006,0.291299992,0.675,no,no,no,1,no,3.200000048
0.370200005,0.360900002,0.761904762,no,no,no,0,no,3.099999905
0.365,0.225,0.904761905,no,no,no,1,no,3.200000048
0.365999985,0.275,0.479487179,no,no,no,0,no,3.200000048
0.33,0.32,0.7265625,no,no,yes,1,no,1.799999952
0.4,0.32,0.543478261,no,no,yes,1,no,3.200000048
0.27,0.26,0.846715328,no,no,no,1,no,3.200000048
0.29,0.29,0.775193798,no,no,no,0,no,3.099999905
0.31,0.3,0.639534884,no,no,no,0,no,2
0.38,0.21,0.76,no,no,yes,0,no,3.200000048
0.37,0.31,0.866666667,no,no,yes,1,no,4.300000191
0.38,0.28,0.847058824,no,no,yes,0,no,3.900000095
0.34,0.33,0.5,no,no,yes,0,no,3.200000048
0.42,0.33,0.796703297,no,no,yes,0,no,2
0.32,0.28,0.787671233,no,no,no,1,no,1.799999952
0.385999985,0.141999998,0.326923077,no,no,no,0,no,3.200000048
0.347000008,0.278999996,0.724137931,no,no,yes,0,no,3.200000048
0.243999996,0.236000004,0.657142857,no,yes,no,1,no,4.300000191
0.23,0.23,0.448717949,no,no,no,0,no,1.799999952
0.34,0.34,0.888888889,no,no,no,0,no,3.200000048
0.35,0.17,0.713043478,no,no,no,1,no,1.799999952
0.379000015,0.247000008,0.803418803,yes,no,yes,1,no,3.200000048
0.39,0.27,0.875,no,no,yes,0,no,1.799999952
0.42,0.28,0.689655172,no,no,yes,0,no,3.200000048
0.26,0.18,0.882075472,no,no,no,0,no,1.799999952
0.43,0.11,0.751445087,no,no,no,0,no,3.200000048
0.34,0.26,0.940677966,no,no,no,0,no,3.200000048
0.2,0.09,0.9,no,yes,no,1,no,3.599999905
0.36,0.29,0.907894737,yes,no,no,0,no,4.300000191
0.32,0.25,0.949275362,no,no,no,1,no,1.799999952
0.35,0.35,0.632075472,no,no,yes,1,no,3.200000048
0.47,0.06,0.893129771,no,yes,no,1,no,1.799999952
0.39,0.29,0.776859504,yes,no,no,0,no,2
0.34,0.29,0.894736842,no,no,no,1,no,3.200000048
0.38,0.27,0.855172414,no,no,no,0,no,10.60000038
0.367999992,0.281000004,1.239130435,no,no,yes,0,yes,2
0.3,0.28,0.8,no,no,no,0,no,3.099999905
0.390999985,0.325,0.928571429,no,no,no,0,no,1.799999952
0.3,0.09,0.900763359,no,no,no,1,no,3.599999905
0.41,0.24,0.857142857,no,no,yes,1,no,3.200000048
0.34,0.27,0.416666667,no,no,no,1,no,3.200000048
0.26,0.26,0.446428571,no,no,yes,1,no,3.200000048
0.35,0.34,0.376344086,no,no,no,1,no,3.200000048
0.09,0.04,0.4,no,no,no,1,no,3.200000048
0.26,0.21,0.901041667,no,no,no,0,no,1.799999952
0.44,0.3,0.759493671,no,no,no,0,no,3.200000048
0.35,0.23,0.783216783,yes,no,yes,1,no,3.200000048
0.39,0.25,0.596153846,no,no,no,0,no,4.300000191
0.31,0.22,0.73,no,no,no,0,no,1.799999952
0.4,0.12,0.766129032,no,no,no,1,no,3.099999905
0.41,0.33,0.680412371,no,yes,no,0,no,1.799999952
0.24,0.19,0.795321637,no,no,no,0,no,1.799999952
0.33,0.3,0.8,no,no,no,0,no,3.200000048
0.37,0.27,0.730434783,no,no,no,0,no,4.300000191
0.35,0.34,0.52173913,no,no,no,0,no,3.900000095
0.42,0.29,0.666666667,yes,no,no,1,yes,10.60000038
0.33,0.28,0.8,no,no,no,0,no,1.799999952
0.34,0.23,0.8,no,no,no,0,no,3.900000095
0.36,0.34,0.834782609,no,no,no,0,no,4.300000191
0.32,0.12,0.8,yes,yes,yes,0,yes,3.200000048
0.32,0.29,0.7875,no,no,yes,0,no,4.300000191
0.27,0.21,0.806004619,no,no,no,0,no,3.900000095
0.33,0.21,0.474254743,no,yes,no,0,no,3.599999905
0.38,0.31,0.714285714,no,no,no,0,no,3.200000048
0.36,0.28,0.715686275,no,no,no,0,no,3.200000048
0.24,0.23,0.798449612,no,no,yes,0,no,3.099999905
0.32,0.25,0.755319149,no,no,no,0,no,3.099999905
0.38,0.11,0.3125,no,no,yes,1,no,3.099999905
0.38,0.25,0.448430493,no,no,no,0,no,3.200000048
0.25,0.24,0.8,no,no,yes,1,no,3.200000048
0.32,0.31,0.8,no,no,yes,1,no,3.099999905
0.31,0.28,0.865853659,no,no,yes,1,no,4.300000191
0.33,0.24,0.625,no,no,no,1,no,3.200000048
0.35,0.22,0.893939394,no,no,yes,1,no,3.900000095
0.33,0.16,0.803030303,no,no,no,0,no,3.200000048
0.31,0.25,0.8,no,yes,no,0,no,3.200000048
0.3,0.3,0.77704918,no,no,yes,1,no,3.200000048
0.26,0.2,0.526760563,no,no,no,0,no,3.099999905
0.32,0.26,0.753846154,yes,no,yes,1,yes,3.099999905
0.35,0.26,0.813559322,no,no,yes,1,yes,4.300000191
